,player_name,_col_1
0,Mike Miller,26/08/1982
1,Quincy Acy,01/01/1990
2,Joe Johnson,06/24/1981
3,Brook Lopez,04/01/1988
4,Davis Bertans,19/10/1992
5,DeAndre' Bembry,01/04/1994
6,Okaro White,23/02/1993
7,Deron Williams,26/07/1984
8,Glen Davis,25/08/1986
9,Raul Neto,19/04/1992
10,Kevin Martin,01/06/1983
11,Rudy Gay,17/08/1986
12,Marquese Chriss,13/07/1997
13,Justise Winslow,12/26/1996
14,Emmanuel Mudiay,18/03/1996
15,Erick Green,23/02/1992
16,E'Twaun Moore,01/02/1991
17,Josh Richardson,23/09/1993
18,Sergey Karasev,14/06/1993
19,Evan Turner,10/10/1988
20,Isaiah Canaan,24/01/1991
21,Zoran Dragic,14/04/1989
22,Doug McDermott,18/08/1992
23,Ray McCallum,23/02/1991
24,Jusuf Nurkic,23/08/1994
25,Joel Anthony,11/08/1982
26,Cameron Payne,12/08/1994
27,Troy Williams,23/02/1994
28,Henry Sims,01/01/1990
29,Jarell Eddie,23/02/1990
30,A.J. Price,23/04/1986
31,Sebastian Telfair,13/06/1989
32,Francisco Garcia,23/12/1981
33,Patty Mills,13/08/1988
34,Omer Asik,01/07/1986
35,Kawhi Leonard,28/06/1991
36,Denzel Valentine,12/11/1993
37,Quincy Miller,23/02/1992
38,DeAndre Liggins,23/04/1985
39,Hollis Thompson,23/08/1991
40,Grant Jerrett,23/02/1996
41,Josh McRoberts,01/01/1987
42,Gary Harris,23/09/1994
43,Jonas Jerebko,09/03/1986
44,John Henson,12/10/1990
45,Kendall Marshall,19/01/1992
46,PJ Tucker,10/10/1985
47,Adreian Payne,02/03/1993
48,Nicolas Batum,07/04/1988
49,Marc Gasol,29/01/1985
50,Chase Budinger,23/08/1988
51,Cristiano Felicio,23/04/1992
52,Kevon Looney,23/02/1995
53,Rajon Rondo,02/10/1988
54,Pau Gasol,07/06/1980
55,Martell Webster,19/02/1986
56,Brandon Jennings,09/09/1989
57,Dario Saric,13/04/1994
58,Blake Griffin,24/03/1988
59,Malcolm Brogdon,12/11/1992
60,Perry Jones III,23/09/1991
61,Kevin Durant,09/09/1988
62,Joe Ingles,14/01/1990
63,Ed Davis,19/03/1990
64,Solomon Hill,12/03/1993
65,Deyonta Davis,23/01/1997
66,Shane Larkin,01/01/1992
67,CJ Watson,01/01/1987
68,Terry Rozier,01/08/1994
69,Carl Landry,19/08/1983
70,Timofey Mozgov,16/01/1986
71,Reggie Williams,23/02/1986
72,Robin Lopez,09/04/1988
73,Russ Smith,01/01/1991
74,J.J. Barea,June/30/1984
75,Troy Daniels,23/04/1991
76,Marcus Smart,13/05/1994
77,Briante Weber,23/02/1992
78,Danny Granger,10/04/1983
79,Aaron Brooks,19/04/1985
80,Dwyane Wade,11/17/1982
81,Al-Farouq Aminu,13/06/1990
82,Alan Anderson,01/01/1990
83,Chris Copeland,11/07/1984
84,Al Jefferson,09/01/1985
85,Tarik Black,23/02/1991
86,Chris McCullough,01/01/1995
87,Elfrid Payton,23/01/1994
88,LaMarcus Aldridge,13/07/1988
89,Jason Terry,06/15/1975
90,Patrick McCaw,23/10/1995
91,Pero Antic,01/01/1982
92,Jordan McRae,23/08/1993
93,Jeff Taylor,23/02/1990
94,Domantas Sabonis,23/05/1996
95,Jon Leuer,23/05/1986
96,Mindaugas Kuzminskas,23/01/1989
97,Jodie Meeks,23/07/1987
98,Larry Drew II,23/02/1990
99,Jerian Grant,23/10/1994
