,player_name,_col_1
0,Joe Johnson,American
1,DeAndre' Bembry,American
2,Okaro White,American
3,Glen Davis,American
4,Raul Neto,Brazilian
5,Kevin Martin,American
6,Emmanuel Mudiay,American
7,Erick Green,American
8,E'Twaun Moore,American
9,Sergey Karasev,Russian
10,Evan Turner,American
11,Zoran Dragic,Slovenian
12,Jusuf Nurkic,Bosnian
13,Joel Anthony,Canadian
14,Troy Williams,American
15,Jarell Eddie,American
16,A.J. Price,American
17,Sebastian Telfair,American
18,Francisco Garcia,Spanish
19,Omer Asik,Turkish
20,Denzel Valentine,American
21,DeAndre Liggins,American
22,Hollis Thompson,American
23,Grant Jerrett,Australian
24,Josh McRoberts,American
25,Jonas Jerebko,Swedish
26,John Henson,American
27,Kendall Marshall,American
28,Marc Gasol,Spanish
29,Chase Budinger,American
30,Cristiano Felicio,Brazilian
31,Martell Webster,American
32,Brandon Jennings,American
33,Malcolm Brogdon,American
34,Perry Jones III,American
35,Ed Davis,American
36,Deyonta Davis,American
37,Shane Larkin,American
38,CJ Watson,American
39,Carl Landry,American
40,Timofey Mozgov,Russian
41,Reggie Williams,American
42,Russ Smith,American
43,J.J. Barea,American
44,Troy Daniels,American
45,Briante Weber,American
46,Danny Granger,American
47,Al-Farouq Aminu,Nigerian
48,Alan Anderson,American
49,Chris Copeland,American
50,Tarik Black,American
51,Chris McCullough,American
52,Jason Terry,American
53,Pero Antic,Serbian
54,Jordan McRae,American
55,Jeff Taylor,American
56,Domantas Sabonis,Lithuanian
57,Mindaugas Kuzminskas,Lithuanian
58,Larry Drew II,American
59,Jerian Grant,American
60,Yogi Ferrell,American
61,Tristan Thompson,Canadian
62,Markel Brown,American
63,Malachi Richardson,American
64,Shawn Marion,American
65,Aron Baynes,Australian
66,Larry Sanders,American
67,Allen Crabbe,American
68,Joey Dorsey,American
69,Rashad Vaughn,American
70,Jeff Ayres,American
71,Shawn Long,French
72,Sergio Rodriguez,Spanish
73,Ian Mahinmi,French
74,Anthony Morrow,American
75,Karl-Anthony Towns,American
76,Corey Brewer,American
77,Sonny Weems,American
78,Ryan Hollins,American
79,Jason Richardson,American
80,Nikola Jokic,Serbian
81,Kevin Garnett,American
82,Chasson Randle,American
83,Kyrie Irving,American
84,Tony Parker,French
85,Ian Clark,American
86,Nene,Brazilian
87,Ryan Kelly,American
88,Festus Ezeli,Nigerian
89,Evan Fournier,French
90,Channing Frye,American
91,Kenneth Faried,American
92,Dante Exum,Australian
93,Andrew Bogut,Australian
94,Brandan Wright,American
95,Ivica Zubac,Croatian
96,O.J. Mayo,American
97,Brian Roberts,American
98,Caron Butler,American
99,Arron Afflalo,American
100,Pablo Prigioni,Argentinian
101,James Michael McAdoo,American
102,Tyler Ennis,American
103,Pierre Jackson,American
104,Giannis Antetokounmpo,Greek
105,Thon Maker,South Sudanese
106,Elijah Millsap,American
107,Sheldon McClellan,American
108,Jonathon Simmons,American
109,Zaza Pachulia,Georgian
110,Beno Udrih,Slovenian
111,Chandler Parsons,American
112,Will Bynum,American
113,Kostas Papanikolaou,Greek
114,Jeremy Lin,Taiwanese
115,Marcus Thornton,American
116,Darren Collison,American
117,Manu Ginobili,Argentinian
118,Reggie Evans,American
119,T.J. McConnell,American
120,Vince Carter,American
121,Jabari Parker,American
122,Amar'e Stoudemire,American
123,Robbie Hummel,American
124,Tyler Hansbrough,American
125,Matt Bonner,American
126,Archie Goodwin,American
127,Kenyon Martin,American
128,Lou Amundson,American
129,Nemanja Bjelica,Serbian
130,Andre Miller,American
131,KJ McDaniels,American
132,PJ Hairston,American
133,Sasha Vujacic,Slovenian
134,Nick Calathes,Greek
135,Shawne Williams,American
136,Furkan Aldemir,Turkish
137,Cole Aldrich,American
138,Brandon Rush,American
139,Nikola Mirotic,Spanish
140,Ronnie Price,American
141,Willie Cauley-Stein,American
142,Dwight Buycks,American
143,Cleanthony Early,American
144,Mike Scott,American
145,Gary Neal,American
146,Ben Gordon,American
147,Miles Plumlee,American
148,Sam Dekker,Canadian
149,Marcelo Huertas,Spanish
150,Gigi Datome,Italian
151,Tyler Ulis,American
152,Kirk Hinrich,American
153,Paul Zipser,German
154,Luis Scola,Argentinian
155,Michael Carter-Williams,American
156,Kosta Koufos,Greek
157,Dorell Wright,American
158,Serge Ibaka,Congolese
159,Courtney Lee,American
160,Gal Mekel,Israeli
161,Jarell Martin,American
162,Randy Foye,American
163,Brandon Bass,American
164,Anthony Tolliver,American
165,Lance Thomas,American
166,Nate Wolters,American
167,Michael Kidd-Gilchrist,American
168,Bojan Bogdanovic,Croatian
169,JJ Hickson,American
170,Kay Felder,American
171,Marco Belinelli,Italian
172,Ben McLemore,American
173,Rodney Stuckey,American
174,Robert Sacre,Canadian
175,Landry Fields,American
176,James Ennis III,American
177,Nicolas Brussino,Argentinian
178,Lance Stephenson,American
179,Bryce Dejean-Jones,American
180,Amir Johnson,Canadian
181,Jorge Gutierrez,Mexican
182,Gerald Henderson,American
183,Buddy Hield,American
184,CJ Miles,American
185,Tyson Chandler,American
186,Wilson Chandler,American
187,Justin Anderson,American
188,Bernard James,American
189,Mario Chalmers,American
190,Salah Mejri,Tunisian
191,Damien Inglis,American
192,Ty Lawson,American
193,Luke Babbitt,American
194,Jared Dudley,American
195,Joe Young,American
196,Cheick Diallo,Senegalese
197,Andrew Harrison,American
198,Travis Wear,American
199,James Young,American
200,Kevin Seraphin,French
201,Ricky Ledo,American
202,Chris Andersen,American
203,Marreese Speights,American
204,Steve Blake,American
205,Darrell Arthur,American
206,Noah Vonleh,American
207,Marcin Gortat,Polish
208,Jordan Clarkson,American
209,Thabo Sefolosha,Swiss
210,Julius Randle,American
211,Damjan Rudez,Croatian
212,Maurice Harkless,American
213,Semaj Christon,American
214,Kris Dunn,American
215,Alex Stepheson,American
216,Kyle Singler,American
217,Richard Jefferson,American
218,Boris Diaw,Senegalese
219,Marvin Williams,American
220,Carlos Boozer,American
221,Trevor Booker,American
222,Rondae Hollis-Jefferson,American
223,Justin Holiday,American
224,Ryan Anderson,American
225,Isaiah Whitehead,American
226,Tyler Zeller,American
227,Steve Novak,American
228,Malcolm Delaney,American
229,Shabazz Muhammad,American
230,Joel Embiid,Senegalese
231,Andre Roberson,American
232,Jimmer Fredette,American
233,Glenn Robinson,American
234,Nick Johnson,American
235,Tyler Johnson,American
236,Jabari Brown,American
237,Jarrett Jack,American
238,Ersan Ilyasova,Turkish
239,Alexis Ajinca,French
240,Wesley Johnson,American
241,Alexey Shved,Russian
242,Jose Calderon,Spanish
243,JaKarr Sampson,American
244,Drew Gooden,American
245,Lucas Nogueira,Brazilian
246,Devyn Marble,American
247,Charlie Villanueva,American
248,Ron Baker,American
249,Josh Smith,American
250,Patrick Patterson,American
251,Ramon Sessions,American
252,Alex Abrines,Spanish
253,Bismack Biyombo,Congolese
254,Luol Deng,British
255,Brandon Knight,American
256,Georgios Papagiannis,Greek
257,Alan Williams,American
258,Goran Dragic,Slovenian
259,Elliot Williams,American
260,Monta Ellis,American
261,Brandon Davies,American
262,Jahlil Okafor,American
263,Jason Smith,American
264,Nikola Vucevic,Montenegrin
265,Rakeem Christmas,American
266,Kyle O'Quinn,American
267,Devin Harris,American
268,Tiago Splitter,Brazilian
269,Chris Johnson,American
270,Jeff Withey,American
271,Jared Sullinger,American
272,Dante Cunningham,American
273,JR Smith,American
274,Jordan Farmar,American
275,Jeremy Evans,American
276,Henry Walker,American
277,Greivis Vasquez,American
278,Nick Collison,American
279,Shelvin Mack,American
280,Roy Hibbert,American
281,Joakim Noah,Swedish
282,Dion Waiters,American
283,James Johnson,American
284,Bryce Cotton,Australian
285,Jerryd Bayless,American
286,Enes Kanter,Turkish
287,Jannero Pargo,American
288,Chris Kaman,American
289,Boban Marjanovic,Serbian
290,TJ McConnell,American
291,Myles Turner,American
292,Donatas Motiejunas,Lithuanian
293,Nikola Pekovic,Serbian
294,Jonathan Gibson,American
295,Lavoy Allen,American
296,Phil Pressey,American
297,Terrence Jones,American
298,Chris Douglas-Roberts,American
299,Mirza Teletovic,Bosnian
