,player_name,_col_1
0,Joe Johnson,American
1,DeAndre' Bembry,American
2,Okaro White,American
3,Glen Davis,American
4,Raul Neto,Brazilian
5,Kevin Martin,American
6,Emmanuel Mudiay,American
7,Erick Green,Canadian
8,E'Twaun Moore,American
9,Sergey Karasev,Russian
10,Evan Turner,American
11,Zoran Dragic,Montenegrin
12,Jusuf Nurkic,Bosnian
13,Joel Anthony,Canadian
14,Troy Williams,American
15,Jarell Eddie,American
16,A.J. Price,American
17,Sebastian Telfair,American
18,Francisco Garcia,Spanish
19,Omer Asik,Turkish
20,Denzel Valentine,American
21,DeAndre Liggins,American
22,Hollis Thompson,American
23,Grant Jerrett,American
24,Josh McRoberts,Australian
25,Jonas Jerebko,Swedish
26,John Henson,American
27,Kendall Marshall,American
28,Marc Gasol,Spanish
29,Chase Budinger,American
30,Cristiano Felicio,Brazilian
31,Martell Webster,American
32,Brandon Jennings,American
33,Malcolm Brogdon,American
34,Perry Jones III,American
35,Ed Davis,American
36,Deyonta Davis,American
37,Shane Larkin,American
38,CJ Watson,American
39,Carl Landry,American
40,Timofey Mozgov,Russian
41,Reggie Williams,American
42,Russ Smith,American
43,J.J. Barea,Spanish
44,Troy Daniels,American
45,Briante Weber,American
46,Danny Granger,American
47,Al-Farouq Aminu,Nigerian
48,Alan Anderson,American
49,Chris Copeland,American
