,player_name,_col_1
0,Joe Johnson,""".join(map(str, df[""Basketball team""].tolist())))
print("""
1,DeAndre' Bembry,"'.join(map(str, [is_time_less_than_a_week(x) for x in value])))
    elif key == ""Basketball team"":
        answers.append('"
2,Okaro White,10
3,Glen Davis,True
4,Raul Neto,True
5,Kevin Martin,Dante Exum
6,Emmanuel Mudiay,""".join(map(str, df[""Crest Whitestrips""].tolist())))
print("""
7,Erick Green,""".join(map(str, df[""Basketball team""].tolist())))
print("""
8,E'Twaun Moore,"'
print("""
9,Sergey Karasev,"Evan Turner
```"
10,Evan Turner,10
11,Zoran Dragic,True
12,Jusuf Nurkic,True
13,Joel Anthony,""".join(df[""Players""].tolist()))
```

This script will output:

```
1"
14,Troy Williams,6
15,Jarell Eddie,Chris Copeland
