,player_name,_col_1
0,Joe Johnson,American
1,DeAndre' Bembry,American
2,Okaro White,American
3,Glen Davis,American
4,Raul Neto,Brazilian
5,Kevin Martin,American
6,Emmanuel Mudiay,American
7,Erick Green,Canadian
8,E'Twaun Moore,American
9,Sergey Karasev,Russian
10,Evan Turner,American
11,Zoran Dragic,Montenegrin
12,Jusuf Nurkic,Bosnian
13,Joel Anthony,Canadian
14,Troy Williams,American
15,Jarell Eddie,American
16,A.J. Price,American
17,Sebastian Telfair,American
18,Francisco Garcia,Spanish
19,Omer Asik,Turkish
20,Denzel Valentine,American
21,DeAndre Liggins,American
22,Hollis Thompson,American
23,Grant Jerrett,American
24,Josh McRoberts,Australian
25,Jonas Jerebko,Swedish
26,John Henson,American
27,Kendall Marshall,American
28,Marc Gasol,Spanish
29,Chase Budinger,American
30,Cristiano Felicio,Brazilian
31,Martell Webster,American
32,Brandon Jennings,American
33,Malcolm Brogdon,American
34,Perry Jones III,American
35,Ed Davis,American
36,Deyonta Davis,American
37,Shane Larkin,American
38,CJ Watson,American
39,Carl Landry,American
40,Timofey Mozgov,Russian
41,Reggie Williams,American
42,Russ Smith,American
43,J.J. Barea,Spanish
44,Troy Daniels,American
45,Briante Weber,American
46,Danny Granger,American
47,Al-Farouq Aminu,Nigerian
48,Alan Anderson,American
49,Chris Copeland,American
50,Tarik Black,American
51,Chris McCullough,American
52,Jason Terry,American
53,Pero Antic,Georgian
54,Jordan McRae,Australian
55,Jeff Taylor,American
56,Domantas Sabonis,Lithuanian
57,Mindaugas Kuzminskas,Lithuanian
58,Larry Drew II,American
59,Jerian Grant,American
60,Yogi Ferrell,American
61,Tristan Thompson,Canadian
62,Markel Brown,American
63,Malachi Richardson,American
64,Shawn Marion,American
65,Aron Baynes,Australian
66,Larry Sanders,American
67,Allen Crabbe,American
68,Joey Dorsey,American
69,Rashad Vaughn,American
70,Jeff Ayres,American
71,Shawn Long,American
72,Sergio Rodriguez,Spanish
73,Ian Mahinmi,French
74,Anthony Morrow,American
75,Karl-Anthony Towns,American
76,Corey Brewer,American
77,Sonny Weems,American
78,Ryan Hollins,American
79,Jason Richardson,American
80,Nikola Jokic,Serbian
81,Kevin Garnett,American
82,Chasson Randle,American
83,Kyrie Irving,American
84,Tony Parker,French
85,Ian Clark,American
86,Nene,Brazilian
87,Ryan Kelly,American
88,Festus Ezeli,Nigerian
89,Evan Fournier,French
90,Channing Frye,American
91,Kenneth Faried,American
92,Dante Exum,Australian
93,Andrew Bogut,Australian
94,Brandan Wright,American
95,Ivica Zubac,Croatian
96,O.J. Mayo,American
97,Brian Roberts,American
98,Caron Butler,American
99,Arron Afflalo,American
