,filename,contents
0,player400.txt,Jaylen Brown
1,player351.txt,Dahntay Jones
2,player165.txt,Arron Afflalo
3,player480.txt,JR Smith
4,player249.txt,Gordon Hayward
5,player481.txt,Jordan Farmar
6,player405.txt,Draymond Green
7,player244.txt,Andre Iguodala
8,player106.txt,Spencer Hawes
9,player342.txt,Mike Dunleavy
10,player443.txt,Jeff Teague
11,player350.txt,Marreese Speights
12,player446.txt,Carmelo Anthony
13,player116.txt,Kelly Oubre Jr.
14,player35.txt,Kawhi Leonard
15,player247.txt,Elton Brand
16,player254.txt,Sam Dekker
17,player406.txt,Jimmer Fredette
18,player418.txt,Kevin Love
19,player210.txt,Vince Carter
20,player211.txt,Jabari Parker
21,player413.txt,Markieff Morris
22,player448.txt,Avery Bradley
23,player212.txt,Paul George
24,player213.txt,Amar'e Stoudemire
25,player214.txt,Khris Middleton
26,player424.txt,Paul Pierce
27,player180.txt,Dejounte Murray
28,player239.txt,Chris Paul
29,player216.txt,Tyler Hansbrough
30,player217.txt,Matt Bonner
31,player240.txt,Willie Cauley-Stein
32,player241.txt,D'Angelo Russell
33,player219.txt,Kenyon Martin
34,player22.txt,Doug McDermott
35,player431.txt,Caris LeVert
36,player388.txt,Rondae Hollis-Jefferson
37,player224.txt,Jamal Murray
38,player258.txt,Tyler Ulis
39,player260.txt,Kirk Hinrich
40,player438.txt,Metta World Peace
41,player396.txt,Spencer Dinwiddie
42,player187.txt,Chandler Parsons
43,player265.txt,Klay Thompson
44,player397.txt,Kemba Walker
45,player243.txt,DeMar DeRozan
46,player399.txt,Malcolm Delaney
47,player286.txt,Michael Kidd-Gilchrist
48,player76.txt,Marcus Smart
49,player127.txt,Karl-Anthony Towns
50,player359.txt,Jordan Clarkson
51,player13.txt,Justise Winslow
52,player36.txt,Denzel Valentine
53,player80.txt,Dwyane Wade
54,player320.txt,Tyson Chandler
55,player131.txt,Eric Bledsoe
56,player361.txt,Julius Randle
57,player487.txt,Greivis Vasquez
58,player323.txt,Kris Humphries
59,player363.txt,Devin Booker
60,player364.txt,Glenn Robinson III
61,player325.txt,Tim Duncan
62,player326.txt,Mario Chalmers
63,player491.txt,Udonis Haslem
64,player87.txt,Elfrid Payton
65,player367.txt,Kentavious Caldwell-Pope
66,player3.txt,Brook Lopez
67,player368.txt,Kyle Korver
68,player89.txt,Jason Terry
69,player494.txt,Roy Hibbert
70,player300.txt,Tim Hardaway Jr.
71,player496.txt,Joakim Noah
72,player293.txt,Ben McLemore
73,player302.txt,Lance Stephenson
74,player68.txt,Terry Rozier
75,player152.txt,James Harden
76,player497.txt,Shabazz Napier
77,player294.txt,Rodney Stuckey
78,player303.txt,Bryce Dejean-Jones
79,player498.txt,Dion Waiters
80,player7.txt,Deron Williams
81,player157.txt,Andrew Bogut
82,player53.txt,Rajon Rondo
83,player31.txt,Sebastian Telfair
84,player55.txt,Martell Webster
85,player58.txt,Blake Griffin
86,player135.txt,Derrick Rose
87,player314.txt,Seth Curry
88,player268.txt,Mike Muscala
89,player59.txt,Malcolm Brogdon
90,player136.txt,CJ McCollum
91,player315.txt,LeBron James
92,player137.txt,John Wall
93,player60.txt,Perry Jones III
94,player138.txt,Kevin Garnett
95,player108.txt,Shawn Marion
96,player270.txt,Kobe Bryant
97,player61.txt,Kevin Durant
98,player318.txt,Buddy Hield
99,player456.txt,Monta Ellis
100,player458.txt,DeMarcus Cousins
101,player370.txt,Dorian Finney-Smith
102,player276.txt,Randy Foye
103,player459.txt,George Hill
104,player374.txt,Iman Shumpert
105,player198.txt,Wesley Matthews
106,player280.txt,Jimmy Butler
107,player199.txt,Darren Collison
108,player281.txt,JJ Redick
109,player466.txt,Derrick Favors
110,player124.txt,DeAndre Jordan
111,player379.txt,Richard Jefferson
112,player144.txt,Kyrie Irving
113,player467.txt,Zach LaVine
114,player145.txt,Stephen Curry
115,player202.txt,Tyus Jones
116,player334.txt,Russell Westbrook
117,player205.txt,Larry Nance Jr.
118,player206.txt,Austin Rivers
119,player338.txt,Jared Dudley
120,player162.txt,O.J. Mayo
121,player339.txt,Isaiah Thomas
122,player380.txt,Damian Lillard
123,player100.txt,Yogi Ferrell
124,player381.txt,Jrue Holiday
125,player164.txt,Caron Butler
