,filename,contents
0,player227.txt,PJ Hairston
1,player108.txt,Shawn Marion
2,player243.txt,DeMar DeRozan
3,player241.txt,D'Angelo Russell
4,player247.txt,Elton Brand
5,player224.txt,Jamal Murray
6,player106.txt,Spencer Hawes
7,player244.txt,Andre Iguodala
8,player76.txt,Marcus Smart
9,player162.txt,O.J. Mayo
10,player198.txt,Wesley Matthews
11,player199.txt,Darren Collison
12,player187.txt,Chandler Parsons
13,player240.txt,Willie Cauley-Stein
14,player202.txt,Tyus Jones
15,player249.txt,Gordon Hayward
16,player80.txt,Dwyane Wade
17,player116.txt,Kelly Oubre Jr.
18,player124.txt,DeAndre Jordan
19,player13.txt,Justise Winslow
20,player152.txt,James Harden
21,player205.txt,Larry Nance Jr.
22,player131.txt,Eric Bledsoe
23,player206.txt,Austin Rivers
24,player68.txt,Terry Rozier
25,player144.txt,Kyrie Irving
26,player145.txt,Stephen Curry
27,player135.txt,Derrick Rose
28,player87.txt,Elfrid Payton
29,player3.txt,Brook Lopez
30,player53.txt,Rajon Rondo
31,player127.txt,Karl-Anthony Towns
32,player136.txt,CJ McCollum
33,player210.txt,Vince Carter
34,player137.txt,John Wall
35,player211.txt,Jabari Parker
36,player89.txt,Jason Terry
37,player31.txt,Sebastian Telfair
38,player55.txt,Martell Webster
39,player138.txt,Kevin Garnett
40,player212.txt,Paul George
41,player213.txt,Amar'e Stoudemire
42,player214.txt,Khris Middleton
43,player58.txt,Blake Griffin
44,player35.txt,Kawhi Leonard
45,player59.txt,Malcolm Brogdon
46,player216.txt,Tyler Hansbrough
47,player164.txt,Caron Butler
48,player36.txt,Denzel Valentine
49,player217.txt,Matt Bonner
50,player165.txt,Arron Afflalo
51,player60.txt,Perry Jones III
52,player61.txt,Kevin Durant
53,player239.txt,Chris Paul
54,player157.txt,Andrew Bogut
55,player100.txt,Yogi Ferrell
56,player7.txt,Deron Williams
57,player219.txt,Kenyon Martin
58,player180.txt,Dejounte Murray
59,player22.txt,Doug McDermott
