,filename,contents
0,player40.txt,Grant Jerrett
1,player31.txt,Sebastian Telfair
2,player30.txt,A.J. Price
3,player7.txt,Deron Williams
4,player6.txt,Okaro White
5,player19.txt,Evan Turner
6,player69.txt,Carl Landry
7,player83.txt,Chris Copeland
8,player39.txt,Hollis Thompson
9,player92.txt,Jordan McRae
10,player23.txt,Ray McCallum
11,player97.txt,Jodie Meeks
12,player64.txt,Solomon Hill
13,player99.txt,Jerian Grant
14,player36.txt,Denzel Valentine
15,player35.txt,Kawhi Leonard
16,player68.txt,Terry Rozier
17,player16.txt,E'Twaun Moore
18,player38.txt,DeAndre Liggins
19,player60.txt,Perry Jones III
20,player42.txt,Gary Harris
21,player59.txt,Malcolm Brogdon
22,player41.txt,Josh McRoberts
23,player65.txt,Deyonta Davis
24,player95.txt,Jon Leuer
25,player8.txt,Glen Davis
26,player81.txt,Al-Farouq Aminu
27,player17.txt,Josh Richardson
28,player22.txt,Doug McDermott
29,player72.txt,Robin Lopez
30,player67.txt,CJ Watson
31,player80.txt,Dwyane Wade
32,player66.txt,Shane Larkin
33,player13.txt,Justise Winslow
34,player26.txt,Cameron Payne
35,player61.txt,Kevin Durant
36,player90.txt,Patrick McCaw
37,player52.txt,Kevon Looney
38,player20.txt,Isaiah Canaan
39,player3.txt,Brook Lopez
40,player1.txt,Quincy Acy
41,player45.txt,Kendall Marshall
42,player53.txt,Rajon Rondo
43,player84.txt,Al Jefferson
44,player46.txt,PJ Tucker
45,player85.txt,Tarik Black
46,player74.txt,J.J. Barea
47,player47.txt,Adreian Payne
48,player86.txt,Chris McCullough
49,player55.txt,Martell Webster
50,player75.txt,Troy Daniels
51,player87.txt,Elfrid Payton
52,player56.txt,Brandon Jennings
53,player11.txt,Rudy Gay
54,player76.txt,Marcus Smart
55,player88.txt,LaMarcus Aldridge
56,player77.txt,Briante Weber
57,player12.txt,Marquese Chriss
58,player5.txt,DeAndre' Bembry
59,player89.txt,Jason Terry
60,player58.txt,Blake Griffin
61,player78.txt,Danny Granger
62,player29.txt,Jarell Eddie
63,player50.txt,Chase Budinger
64,player98.txt,Larry Drew II
