,filename,contents
0,player0.txt,Mike Miller
1,player78.txt,Danny Granger
2,player92.txt,Jordan McRae
3,player36.txt,Denzel Valentine
4,player44.txt,John Henson
5,player1.txt,Quincy Acy
6,player30.txt,A.J. Price
7,player52.txt,Kevon Looney
8,player23.txt,Ray McCallum
9,player89.txt,Jason Terry
10,player80.txt,Dwyane Wade
11,player12.txt,Marquese Chriss
12,player3.txt,Brook Lopez
13,player40.txt,Grant Jerrett
14,player16.txt,E'Twaun Moore
15,player77.txt,Briante Weber
16,player41.txt,Josh McRoberts
17,player20.txt,Isaiah Canaan
18,player31.txt,Sebastian Telfair
19,player99.txt,Jerian Grant
20,player60.txt,Perry Jones III
21,player90.txt,Patrick McCaw
22,player22.txt,Doug McDermott
23,player59.txt,Malcolm Brogdon
24,player87.txt,Elfrid Payton
25,player39.txt,Hollis Thompson
26,player8.txt,Glen Davis
27,player35.txt,Kawhi Leonard
28,player61.txt,Kevin Durant
29,player81.txt,Al-Farouq Aminu
30,player19.txt,Evan Turner
31,player46.txt,PJ Tucker
32,player53.txt,Rajon Rondo
33,player64.txt,Solomon Hill
34,player55.txt,Martell Webster
35,player66.txt,Shane Larkin
36,player67.txt,CJ Watson
37,player5.txt,DeAndre' Bembry
38,player68.txt,Terry Rozier
39,player75.txt,Troy Daniels
40,player58.txt,Blake Griffin
41,player76.txt,Marcus Smart
42,player97.txt,Jodie Meeks
43,player7.txt,Deron Williams
