,filename,contents
0,player12.txt,Marquese Chriss
1,player90.txt,Patrick McCaw
2,player16.txt,E'Twaun Moore
3,player47.txt,Adreian Payne
4,player248.txt,Cleanthony Early
5,player87.txt,Elfrid Payton
6,player196.txt,Jeremy Lin
7,player89.txt,Jason Terry
8,player192.txt,Norris Cole
9,player166.txt,Darrun Hilliard
10,player63.txt,Ed Davis
11,player170.txt,James Michael McAdoo
12,player150.txt,Jae Crowder
13,player167.txt,Clint Capela
14,player106.txt,Spencer Hawes
15,player247.txt,Elton Brand
16,player46.txt,PJ Tucker
17,player159.txt,Patrick Beverley
18,player165.txt,Arron Afflalo
19,player44.txt,John Henson
20,player68.txt,Terry Rozier
21,player61.txt,Kevin Durant
22,player115.txt,Joey Dorsey
23,player92.txt,Jordan McRae
24,player219.txt,Kenyon Martin
25,player249.txt,Gordon Hayward
26,player110.txt,Taj Gibson
27,player116.txt,Kelly Oubre Jr.
28,player22.txt,Doug McDermott
29,player7.txt,Deron Williams
30,player120.txt,Jeff Ayres
31,player5.txt,DeAndre' Bembry
32,player20.txt,Isaiah Canaan
33,player200.txt,Jerami Grant
34,player225.txt,KJ McDaniels
35,player72.txt,Robin Lopez
36,player131.txt,Eric Bledsoe
37,player226.txt,Jeff Green
38,player52.txt,Kevon Looney
39,player138.txt,Kevin Garnett
40,player180.txt,Dejounte Murray
41,player227.txt,PJ Hairston
42,player53.txt,Rajon Rondo
43,player3.txt,Brook Lopez
44,player112.txt,Larry Sanders
45,player99.txt,Jerian Grant
46,player139.txt,Chasson Randle
47,player30.txt,A.J. Price
48,player75.txt,Troy Daniels
49,player55.txt,Martell Webster
50,player205.txt,Larry Nance Jr.
51,player31.txt,Sebastian Telfair
52,player135.txt,Derrick Rose
53,player76.txt,Marcus Smart
54,player23.txt,Ray McCallum
55,player77.txt,Briante Weber
56,player230.txt,Dewayne Dedmon
57,player141.txt,D.J. Augustin
58,player207.txt,T.J. McConnell
59,player78.txt,Danny Granger
60,player58.txt,Blake Griffin
61,player208.txt,Sean Kilpatrick
62,player143.txt,Tony Wroten
63,player209.txt,Fred VanVleet
64,player35.txt,Kawhi Leonard
65,player144.txt,Kyrie Irving
66,player36.txt,Denzel Valentine
67,player136.txt,CJ McCollum
68,player145.txt,Stephen Curry
69,player210.txt,Vince Carter
70,player137.txt,John Wall
71,player124.txt,DeAndre Jordan
72,player239.txt,Chris Paul
73,player211.txt,Jabari Parker
74,player125.txt,Rodney Hood
75,player212.txt,Paul George
76,player39.txt,Hollis Thompson
77,player0.txt,Mike Miller
78,player1.txt,Quincy Acy
79,player126.txt,Anthony Morrow
80,player213.txt,Amar'e Stoudemire
81,player127.txt,Karl-Anthony Towns
82,player40.txt,Grant Jerrett
83,player8.txt,Glen Davis
84,player242.txt,Johnny O'Bryant III
85,player215.txt,Robbie Hummel
86,player41.txt,Josh McRoberts
87,player80.txt,Dwyane Wade
88,player129.txt,Corey Brewer
89,player243.txt,DeMar DeRozan
90,player100.txt,Yogi Ferrell
91,player162.txt,O.J. Mayo
92,player59.txt,Malcolm Brogdon
93,player244.txt,Andre Iguodala
94,player81.txt,Al-Farouq Aminu
95,player154.txt,Channing Frye
96,player101.txt,Tristan Thompson
97,player218.txt,Archie Goodwin
98,player155.txt,Kenneth Faried
99,player164.txt,Caron Butler
100,player60.txt,Perry Jones III
