,filename,contents
0,player186.txt,Kent Bazemore
1,player238.txt,Ronnie Price
2,player60.txt,Perry Jones III
3,player212.txt,Paul George
4,player127.txt,Karl-Anthony Towns
5,player206.txt,Austin Rivers
6,player188.txt,Tobias Harris
7,player146.txt,Tony Parker
8,player119.txt,Rashad Vaughn
9,player139.txt,Chasson Randle
10,player126.txt,Anthony Morrow
11,player187.txt,Chandler Parsons
12,player64.txt,Solomon Hill
13,player16.txt,E'Twaun Moore
14,player199.txt,Darren Collison
15,player80.txt,Dwyane Wade
16,player128.txt,Jordan Hamilton
17,player8.txt,Glen Davis
18,player178.txt,Elijah Millsap
19,player107.txt,Marcus Morris
20,player115.txt,Joey Dorsey
21,player11.txt,Rudy Gay
22,player198.txt,Wesley Matthews
23,player40.txt,Grant Jerrett
24,player137.txt,John Wall
25,player129.txt,Corey Brewer
26,player214.txt,Khris Middleton
27,player179.txt,Greg Monroe
28,player17.txt,Josh Richardson
29,player145.txt,Stephen Curry
30,player239.txt,Chris Paul
31,player19.txt,Evan Turner
32,player61.txt,Kevin Durant
33,player105.txt,Malachi Richardson
34,player211.txt,Jabari Parker
35,player240.txt,Willie Cauley-Stein
36,player38.txt,DeAndre Liggins
37,player213.txt,Amar'e Stoudemire
38,player13.txt,Justise Winslow
39,player41.txt,Josh McRoberts
40,player39.txt,Hollis Thompson
41,player215.txt,Robbie Hummel
42,player118.txt,Will Barton
43,player136.txt,CJ McCollum
44,player138.txt,Kevin Garnett
45,player147.txt,Ian Clark
46,player42.txt,Gary Harris
47,player108.txt,Shawn Marion
48,player12.txt,Marquese Chriss
49,player130.txt,Sonny Weems
50,player190.txt,Reggie Bullock
51,player216.txt,Tyler Hansbrough
52,player241.txt,D'Angelo Russell
53,player106.txt,Spencer Hawes
54,player141.txt,D.J. Augustin
55,player150.txt,Jae Crowder
56,player65.txt,Deyonta Davis
57,player81.txt,Al-Farouq Aminu
58,player131.txt,Eric Bledsoe
59,player191.txt,Will Bynum
60,player217.txt,Matt Bonner
61,player242.txt,Johnny O'Bryant III
62,player45.txt,Kendall Marshall
63,player66.txt,Shane Larkin
64,player132.txt,Ryan Hollins
65,player243.txt,DeMar DeRozan
66,player46.txt,PJ Tucker
67,player180.txt,Dejounte Murray
68,player67.txt,CJ Watson
69,player83.txt,Chris Copeland
70,player219.txt,Kenyon Martin
71,player244.txt,Andre Iguodala
72,player110.txt,Taj Gibson
73,player47.txt,Adreian Payne
74,player133.txt,Jason Richardson
75,player181.txt,Sheldon McClellan
76,player68.txt,Terry Rozier
77,player84.txt,Al Jefferson
78,player22.txt,Doug McDermott
79,player69.txt,Carl Landry
80,player85.txt,Tarik Black
81,player246.txt,Dwight Buycks
82,player116.txt,Kelly Oubre Jr.
83,player183.txt,Delon Wright
84,player7.txt,Deron Williams
85,player86.txt,Chris McCullough
86,player221.txt,Lou Amundson
87,player247.txt,Elton Brand
88,player5.txt,DeAndre' Bembry
89,player87.txt,Elfrid Payton
90,player248.txt,Cleanthony Early
91,player50.txt,Chase Budinger
92,player88.txt,LaMarcus Aldridge
93,player249.txt,Gordon Hayward
94,player159.txt,Patrick Beverley
95,player20.txt,Isaiah Canaan
96,player72.txt,Robin Lopez
97,player89.txt,Jason Terry
98,player52.txt,Kevon Looney
99,player26.txt,Cameron Payne
100,player53.txt,Rajon Rondo
101,player200.txt,Jerami Grant
102,player74.txt,J.J. Barea
103,player90.txt,Patrick McCaw
104,player75.txt,Troy Daniels
105,player55.txt,Martell Webster
106,player202.txt,Tyus Jones
107,player76.txt,Marcus Smart
108,player92.txt,Jordan McRae
109,player29.txt,Jarell Eddie
110,player56.txt,Brandon Jennings
111,player77.txt,Briante Weber
112,player3.txt,Brook Lopez
113,player204.txt,Reggie Evans
114,player229.txt,Nick Calathes
115,player78.txt,Danny Granger
116,player6.txt,Okaro White
117,player30.txt,A.J. Price
118,player58.txt,Blake Griffin
119,player23.txt,Ray McCallum
120,player95.txt,Jon Leuer
121,player103.txt,Markel Brown
122,player230.txt,Dewayne Dedmon
123,player97.txt,Jodie Meeks
124,player104.txt,Austin Daye
125,player162.txt,O.J. Mayo
126,player170.txt,James Michael McAdoo
127,player31.txt,Sebastian Telfair
128,player152.txt,James Harden
129,player232.txt,Shawne Williams
130,player98.txt,Larry Drew II
131,player225.txt,KJ McDaniels
132,player1.txt,Quincy Acy
133,player99.txt,Jerian Grant
134,player164.txt,Caron Butler
135,player192.txt,Norris Cole
136,player154.txt,Channing Frye
137,player165.txt,Arron Afflalo
138,player207.txt,T.J. McConnell
139,player227.txt,PJ Hairston
140,player173.txt,Hassan Whiteside
141,player113.txt,Allen Crabbe
142,player155.txt,Kenneth Faried
143,player166.txt,Darrun Hilliard
144,player100.txt,Yogi Ferrell
145,player208.txt,Sean Kilpatrick
146,player35.txt,Kawhi Leonard
147,player143.txt,Tony Wroten
148,player175.txt,Cory Jefferson
149,player124.txt,DeAndre Jordan
150,player209.txt,Fred VanVleet
151,player36.txt,Denzel Valentine
152,player235.txt,Cole Aldrich
153,player59.txt,Malcolm Brogdon
154,player158.txt,Brandan Wright
155,player169.txt,Eric Gordon
156,player205.txt,Larry Nance Jr.
157,player125.txt,Rodney Hood
158,player135.txt,Derrick Rose
159,player196.txt,Jeremy Lin
160,player236.txt,Brandon Rush
161,player210.txt,Vince Carter
